player_id,game_date,stat,line,direction,predicted_prob,hit
"(203484, '2024-25')",2024-12-04,REBOUNDS,2,under,0.3352,0
"(203484, '2024-25')",2024-12-04,ASSISTS,2,over,0.5218,0
"(203484, '2024-25')",2024-12-04,PRA,14,under,0.5377,1
"(1630532, '2024-25')",2024-12-04,POINTS,25,over,0.5376,1
"(1630532, '2024-25')",2024-12-04,REBOUNDS,6,under,0.4549,0
"(1630532, '2024-25')",2024-12-04,ASSISTS,6,under,0.3249,1
"(1630532, '2024-25')",2024-12-04,PRA,37,under,0.439,0
"(1641710, '2024-25')",2024-12-04,POINTS,8,under,0.4951,0
"(1641710, '2024-25')",2024-12-04,REBOUNDS,3,over,0.4825,1
"(1641710, '2024-25')",2024-12-04,ASSISTS,4,over,0.5284,1
"(1641710, '2024-25')",2024-12-04,PRA,14,under,0.5021,0
"(1628997, '2024-25')",2024-12-04,POINTS,9,over,0.4977,1
"(1628997, '2024-25')",2024-12-04,REBOUNDS,4,under,0.4161,0
"(1628997, '2024-25')",2024-12-04,ASSISTS,2,over,0.6398,1
"(1628997, '2024-25')",2024-12-04,PRA,16,under,0.5531,0
"(1628371, '2024-25')",2024-12-04,POINTS,6,over,0.5767,1
"(1628371, '2024-25')",2024-12-04,REBOUNDS,5,over,0.5046,0
"(1628371, '2024-25')",2024-12-04,PRA,11,under,0.432,0
"(1641737, '2024-25')",2024-12-04,POINTS,2,over,0.51,0
"(1641737, '2024-25')",2024-12-04,REBOUNDS,2,over,0.5551,1
"(1641737, '2024-25')",2024-12-04,PRA,4,over,0.4766,0
"(1641741, '2024-25')",2024-12-04,POINTS,5,under,0.4988,0
"(1641741, '2024-25')",2024-12-04,REBOUNDS,2,over,0.5534,0
"(1641741, '2024-25')",2024-12-04,ASSISTS,1,under,0.4132,0
"(1641741, '2024-25')",2024-12-04,PRA,7,under,0.4566,0
"(1629048, '2024-25')",2024-12-04,POINTS,9,over,0.4861,0
"(1629048, '2024-25')",2024-12-04,REBOUNDS,7,over,0.5644,0
"(1629048, '2024-25')",2024-12-04,ASSISTS,2,over,0.5965,0
"(1629048, '2024-25')",2024-12-04,PRA,18,over,0.4923,0
"(1627824, '2024-25')",2024-12-04,POINTS,10,under,0.5105,0
"(1627824, '2024-25')",2024-12-04,REBOUNDS,6,under,0.4004,0
"(1627824, '2024-25')",2024-12-04,ASSISTS,2,under,0.4736,0
"(1627824, '2024-25')",2024-12-04,PRA,18,under,0.5481,0
"(1630178, '2024-25')",2024-12-04,POINTS,25,over,0.5365,0
"(1630178, '2024-25')",2024-12-04,REBOUNDS,3,under,0.3094,0
"(1630178, '2024-25')",2024-12-04,ASSISTS,5,over,0.6029,1
"(1630178, '2024-25')",2024-12-04,PRA,33,under,0.4862,1
"(1630231, '2024-25')",2024-12-04,POINTS,6,over,0.4676,1
"(1630231, '2024-25')",2024-12-04,REBOUNDS,3,under,0.4754,0
"(1630231, '2024-25')",2024-12-04,ASSISTS,1,under,0.3929,1
"(1630231, '2024-25')",2024-12-04,PRA,10,under,0.5321,0
"(1628976, '2024-25')",2024-12-04,POINTS,8,over,0.5472,0
"(1628976, '2024-25')",2024-12-04,REBOUNDS,8,over,0.473,0
"(1628976, '2024-25')",2024-12-04,ASSISTS,2,under,0.2959,0
"(1628976, '2024-25')",2024-12-04,PRA,18,under,0.4972,1
"(1629021, '2024-25')",2024-12-04,POINTS,13,under,0.4249,1
"(1629021, '2024-25')",2024-12-04,REBOUNDS,6,under,0.4326,0
"(1629021, '2024-25')",2024-12-04,ASSISTS,2,over,0.5036,0
"(1629021, '2024-25')",2024-12-04,PRA,21,under,0.4448,1
"(1630591, '2024-25')",2024-12-04,POINTS,15,under,0.4946,0
"(1630591, '2024-25')",2024-12-04,REBOUNDS,4,over,0.5487,0
"(1630591, '2024-25')",2024-12-04,ASSISTS,4,over,0.5912,1
"(1630591, '2024-25')",2024-12-04,PRA,23,over,0.4668,1
"(1641783, '2024-25')",2024-12-04,POINTS,8,over,0.5738,0
"(1641783, '2024-25')",2024-12-04,REBOUNDS,4,under,0.5058,0
"(1641783, '2024-25')",2024-12-04,ASSISTS,2,over,0.5388,0
"(1641783, '2024-25')",2024-12-04,PRA,13,over,0.585,0
"(1626162, '2024-25')",2024-12-04,POINTS,12,under,0.5153,0
"(1626162, '2024-25')",2024-12-04,REBOUNDS,5,under,0.4164,1
"(1626162, '2024-25')",2024-12-04,ASSISTS,1,over,0.6765,1
"(1626162, '2024-25')",2024-12-04,PRA,18,over,0.4637,1
"(1642272, '2024-25')",2024-12-04,POINTS,17,over,0.5678,1
"(1642272, '2024-25')",2024-12-04,REBOUNDS,3,over,0.5597,1
"(1642272, '2024-25')",2024-12-04,ASSISTS,3,over,0.534,1
"(1642272, '2024-25')",2024-12-04,PRA,22,under,0.4842,0
"(1629631, '2024-25')",2024-12-04,POINTS,19,over,0.425,1
"(1629631, '2024-25')",2024-12-04,REBOUNDS,4,under,0.4401,0
"(1629631, '2024-25')",2024-12-04,ASSISTS,1,under,0.3953,0
"(1629631, '2024-25')",2024-12-04,PRA,24,over,0.4196,1
"(203507, '2024-25')",2024-12-04,POINTS,33,under,0.4392,1
"(203507, '2024-25')",2024-12-04,REBOUNDS,11,under,0.3838,0
"(203507, '2024-25')",2024-12-04,ASSISTS,7,under,0.421,1
"(203507, '2024-25')",2024-12-04,PRA,52,over,0.4919,0
"(1626153, '2024-25')",2024-12-04,POINTS,2,under,0.3513,0
"(1626153, '2024-25')",2024-12-04,REBOUNDS,2,over,0.6357,1
"(1626153, '2024-25')",2024-12-04,ASSISTS,2,over,0.5525,0
"(1626153, '2024-25')",2024-12-04,PRA,6,under,0.4173,0
"(1629018, '2024-25')",2024-12-04,POINTS,9,under,0.4329,0
"(1629018, '2024-25')",2024-12-04,REBOUNDS,2,over,0.7256,1
"(1629018, '2024-25')",2024-12-04,ASSISTS,1,over,0.6643,1
"(1629018, '2024-25')",2024-12-04,PRA,12,under,0.4087,0
"(1631157, '2024-25')",2024-12-04,POINTS,3,over,0.5748,0
"(1631157, '2024-25')",2024-12-04,REBOUNDS,1,over,0.6701,0
"(1631157, '2024-25')",2024-12-04,ASSISTS,1,over,0.6315,0
"(1631157, '2024-25')",2024-12-04,PRA,5,under,0.4372,1
"(1631260, '2024-25')",2024-12-04,POINTS,9,under,0.4058,1
"(1631260, '2024-25')",2024-12-04,REBOUNDS,2,under,0.2953,0
"(1631260, '2024-25')",2024-12-04,ASSISTS,1,over,0.6197,1
"(1631260, '2024-25')",2024-12-04,PRA,12,under,0.4376,0
"(203991, '2024-25')",2024-12-04,POINTS,10,under,0.4596,1
"(203991, '2024-25')",2024-12-04,REBOUNDS,10,over,0.5236,1
"(203991, '2024-25')",2024-12-04,ASSISTS,1,under,0.2351,0
"(203991, '2024-25')",2024-12-04,PRA,22,under,0.5025,0
"(1630168, '2024-25')",2024-12-04,POINTS,11,under,0.5366,0
"(1630168, '2024-25')",2024-12-04,REBOUNDS,7,over,0.4737,0
"(1630168, '2024-25')",2024-12-04,ASSISTS,2,over,0.5152,0
"(1630168, '2024-25')",2024-12-04,PRA,19,under,0.5271,0
"(1642258, '2024-25')",2024-12-04,POINTS,12,under,0.5147,0
"(1642258, '2024-25')",2024-12-04,REBOUNDS,3,over,0.6967,1
"(1642258, '2024-25')",2024-12-04,ASSISTS,1,under,0.2887,1
"(1642258, '2024-25')",2024-12-04,PRA,17,over,0.4567,0
"(1630700, '2024-25')",2024-12-04,POINTS,14,over,0.526,0
"(1630700, '2024-25')",2024-12-04,REBOUNDS,5,under,0.287,1
"(1630700, '2024-25')",2024-12-04,ASSISTS,3,over,0.6597,1
"(1630700, '2024-25')",2024-12-04,PRA,22,under,0.4273,1
"(1626171, '2024-25')",2024-12-04,POINTS,13,over,0.5113,0
"(1626171, '2024-25')",2024-12-04,REBOUNDS,7,under,0.4595,1
"(1626171, '2024-25')",2024-12-04,ASSISTS,2,over,0.5079,1
"(1626171, '2024-25')",2024-12-04,PRA,21,under,0.4634,1
"(201572, '2024-25')",2024-12-04,POINTS,13,over,0.5601,0
"(201572, '2024-25')",2024-12-04,REBOUNDS,5,under,0.4096,0
"(201572, '2024-25')",2024-12-04,ASSISTS,2,over,0.6028,1
"(201572, '2024-25')",2024-12-04,PRA,19,under,0.4247,1
"(1626192, '2024-25')",2024-12-04,POINTS,6,over,0.5117,0
"(1626192, '2024-25')",2024-12-04,REBOUNDS,3,over,0.6129,0
"(1626192, '2024-25')",2024-12-04,ASSISTS,2,over,0.597,0
"(1626192, '2024-25')",2024-12-04,PRA,11,over,0.5741,0
"(1627752, '2024-25')",2024-12-04,POINTS,9,under,0.4449,0
"(1627752, '2024-25')",2024-12-04,REBOUNDS,4,under,0.373,0
"(1627752, '2024-25')",2024-12-04,ASSISTS,2,under,0.4343,0
"(1627752, '2024-25')",2024-12-04,PRA,15,under,0.4585,0
"(203081, '2024-25')",2024-12-04,POINTS,26,under,0.3984,1
"(203081, '2024-25')",2024-12-04,REBOUNDS,4,under,0.2601,0
"(203081, '2024-25')",2024-12-04,ASSISTS,8,under,0.3515,1
"(203081, '2024-25')",2024-12-04,PRA,38,under,0.3703,1
"(1641748, '2024-25')",2024-12-04,POINTS,4,under,0.4839,1
"(1641748, '2024-25')",2024-12-04,REBOUNDS,4,under,0.4354,1
"(1641748, '2024-25')",2024-12-04,ASSISTS,1,over,0.7578,0
"(1641748, '2024-25')",2024-12-04,PRA,9,under,0.4258,1
"(1629027, '2024-25')",2024-12-04,POINTS,20,under,0.4571,1
"(1629027, '2024-25')",2024-12-04,REBOUNDS,4,under,0.4647,0
"(1629027, '2024-25')",2024-12-04,ASSISTS,12,over,0.5915,0
"(1629027, '2024-25')",2024-12-04,PRA,36,over,0.5472,0
"(1630552, '2024-25')",2024-12-04,POINTS,21,over,0.4017,1
"(1630552, '2024-25')",2024-12-04,REBOUNDS,9,over,0.5847,1
"(1630552, '2024-25')",2024-12-04,ASSISTS,6,over,0.455,0
"(1630552, '2024-25')",2024-12-04,PRA,36,under,0.6003,0
"(203944, '2024-25')",2024-12-04,POINTS,21,under,0.5365,1
"(203944, '2024-25')",2024-12-04,REBOUNDS,7,over,0.5508,0
"(203944, '2024-25')",2024-12-04,ASSISTS,4,under,0.54,0
"(203944, '2024-25')",2024-12-04,PRA,31,under,0.5238,1
"(1630162, '2024-25')",2024-12-04,POINTS,26,under,0.4714,1
"(1630162, '2024-25')",2024-12-04,REBOUNDS,6,over,0.4773,1
"(1630162, '2024-25')",2024-12-04,ASSISTS,4,over,0.5338,1
"(1630162, '2024-25')",2024-12-04,PRA,35,under,0.4874,1
"(1627739, '2024-25')",2024-12-04,POINTS,6,over,0.5751,0
"(1627739, '2024-25')",2024-12-04,REBOUNDS,4,over,0.4928,1
"(1627739, '2024-25')",2024-12-04,ASSISTS,3,under,0.4986,1
"(1627739, '2024-25')",2024-12-04,PRA,12,over,0.5647,0
"(1627826, '2024-25')",2024-12-04,POINTS,14,over,0.4709,0
"(1627826, '2024-25')",2024-12-04,REBOUNDS,12,over,0.4234,0
"(1627826, '2024-25')",2024-12-04,ASSISTS,2,over,0.7309,0
"(1627826, '2024-25')",2024-12-04,PRA,28,over,0.4875,0
"(1641757, '2024-25')",2024-12-04,POINTS,8,under,0.5149,0
"(1641757, '2024-25')",2024-12-04,REBOUNDS,2,under,0.3553,0
"(1641757, '2024-25')",2024-12-04,ASSISTS,1,over,0.6992,1
"(1641757, '2024-25')",2024-12-04,PRA,11,over,0.5534,1
"(1628978, '2024-25')",2024-12-04,POINTS,9,over,0.5047,0
"(1628978, '2024-25')",2024-12-04,REBOUNDS,3,over,0.5708,1
"(1628978, '2024-25')",2024-12-04,ASSISTS,4,under,0.5156,1
"(1628978, '2024-25')",2024-12-04,PRA,16,over,0.4973,0
"(1630183, '2024-25')",2024-12-04,POINTS,10,under,0.4773,0
"(1630183, '2024-25')",2024-12-04,REBOUNDS,4,under,0.4173,0
"(1630183, '2024-25')",2024-12-04,ASSISTS,2,under,0.4335,1
"(1630183, '2024-25')",2024-12-04,PRA,15,under,0.4927,0
"(201587, '2024-25')",2024-12-04,POINTS,4,under,0.4284,1
"(201587, '2024-25')",2024-12-04,REBOUNDS,3,under,0.4247,1
"(201587, '2024-25')",2024-12-04,ASSISTS,2,under,0.4678,1
"(201587, '2024-25')",2024-12-04,PRA,8,over,0.5963,0
"(201935, '2024-25')",2024-12-04,POINTS,23,over,0.5184,0
"(201935, '2024-25')",2024-12-04,REBOUNDS,6,under,0.3673,1
"(201935, '2024-25')",2024-12-04,ASSISTS,9,under,0.5241,1
"(201935, '2024-25')",2024-12-04,PRA,38,under,0.485,1
"(1629599, '2024-25')",2024-12-04,POINTS,11,over,0.5531,1
"(1629599, '2024-25')",2024-12-04,REBOUNDS,3,over,0.5284,1
"(1629599, '2024-25')",2024-12-04,ASSISTS,1,under,0.3134,0
"(1629599, '2024-25')",2024-12-04,PRA,15,over,0.5047,1
"(1630539, '2024-25')",2024-12-04,POINTS,2,under,0.4213,0
"(1630539, '2024-25')",2024-12-04,REBOUNDS,2,under,0.5059,0
"(1630539, '2024-25')",2024-12-04,PRA,4,over,0.5346,1
"(1627884, '2024-25')",2024-12-04,POINTS,10,over,0.5213,1
"(1627884, '2024-25')",2024-12-04,REBOUNDS,4,under,0.4679,1
"(1627884, '2024-25')",2024-12-04,ASSISTS,1,over,0.5927,1
"(1627884, '2024-25')",2024-12-04,PRA,14,under,0.4331,0
"(203497, '2024-25')",2024-12-04,POINTS,11,over,0.5707,0
"(203497, '2024-25')",2024-12-04,REBOUNDS,11,over,0.5867,0
"(203497, '2024-25')",2024-12-04,ASSISTS,2,under,0.3606,0
"(203497, '2024-25')",2024-12-04,PRA,24,under,0.4143,0
"(1629638, '2024-25')",2024-12-04,POINTS,10,over,0.5084,0
"(1629638, '2024-25')",2024-12-04,REBOUNDS,3,under,0.4615,0
"(1629638, '2024-25')",2024-12-04,ASSISTS,3,over,0.4872,1
"(1629638, '2024-25')",2024-12-04,PRA,15,under,0.431,1
"(201144, '2024-25')",2024-12-04,POINTS,9,under,0.4832,0
"(201144, '2024-25')",2024-12-04,REBOUNDS,3,over,0.6183,1
"(201144, '2024-25')",2024-12-04,ASSISTS,5,under,0.4311,1
"(201144, '2024-25')",2024-12-04,PRA,16,under,0.4433,0
"(1629675, '2024-25')",2024-12-04,POINTS,13,under,0.4628,1
"(1629675, '2024-25')",2024-12-04,REBOUNDS,5,under,0.457,1
"(1629675, '2024-25')",2024-12-04,ASSISTS,1,under,0.2112,0
"(1629675, '2024-25')",2024-12-04,PRA,19,under,0.4361,1
"(203999, '2024-25')",2024-12-05,POINTS,30,over,0.4797,0
"(203999, '2024-25')",2024-12-05,REBOUNDS,13,under,0.4833,0
"(203999, '2024-25')",2024-12-05,ASSISTS,10,under,0.5318,0
"(203999, '2024-25')",2024-12-05,PRA,53,over,0.4465,1
"(1631124, '2024-25')",2024-12-05,POINTS,9,under,0.4962,1
"(1631124, '2024-25')",2024-12-05,REBOUNDS,2,under,0.3488,1
"(1631124, '2024-25')",2024-12-05,ASSISTS,1,under,0.3168,1
"(1631124, '2024-25')",2024-12-05,PRA,12,over,0.5229,0
"(1631212, '2024-25')",2024-12-05,POINTS,10,over,0.5456,0
"(1631212, '2024-25')",2024-12-05,REBOUNDS,3,over,0.6923,1
"(1631212, '2024-25')",2024-12-05,ASSISTS,1,over,0.7323,1
"(1631212, '2024-25')",2024-12-05,PRA,15,under,0.476,1
"(1627777, '2024-25')",2024-12-05,POINTS,9,over,0.5984,0
"(1627777, '2024-25')",2024-12-05,REBOUNDS,4,under,0.4353,0
"(1627777, '2024-25')",2024-12-05,ASSISTS,1,under,0.2979,1
"(1627777, '2024-25')",2024-12-05,PRA,14,over,0.5702,0
"(1628386, '2024-25')",2024-12-05,POINTS,14,over,0.5425,0
"(1628386, '2024-25')",2024-12-05,REBOUNDS,10,over,0.6022,1
"(1628386, '2024-25')",2024-12-05,ASSISTS,1,over,0.7495,1
"(1628386, '2024-25')",2024-12-05,PRA,25,under,0.4508,0
"(1629636, '2024-25')",2024-12-05,POINTS,20,under,0.4205,0
"(1629636, '2024-25')",2024-12-05,REBOUNDS,3,under,0.4913,1
"(1629636, '2024-25')",2024-12-05,ASSISTS,7,over,0.639,0
"(1629636, '2024-25')",2024-12-05,PRA,30,over,0.5262,0
"(1629731, '2024-25')",2024-12-05,POINTS,5,over,0.5431,1
"(1629731, '2024-25')",2024-12-05,REBOUNDS,4,under,0.3252,0
"(1629731, '2024-25')",2024-12-05,ASSISTS,1,over,0.7312,1
"(1629731, '2024-25')",2024-12-05,PRA,10,under,0.4085,0
"(1627747, '2024-25')",2024-12-05,POINTS,11,under,0.4089,0
"(1627747, '2024-25')",2024-12-05,REBOUNDS,3,under,0.3762,0
"(1627747, '2024-25')",2024-12-05,ASSISTS,4,under,0.3577,0
"(1627747, '2024-25')",2024-12-05,PRA,18,over,0.5588,1
"(1629660, '2024-25')",2024-12-05,POINTS,12,over,0.5698,0
"(1629660, '2024-25')",2024-12-05,REBOUNDS,2,over,0.5979,1
"(1629660, '2024-25')",2024-12-05,ASSISTS,4,under,0.4279,1
"(1629660, '2024-25')",2024-12-05,PRA,18,over,0.5137,0
"(1629008, '2024-25')",2024-12-05,POINTS,19,under,0.4293,0
"(1629008, '2024-25')",2024-12-05,REBOUNDS,7,under,0.3459,0
"(1629008, '2024-25')",2024-12-05,ASSISTS,3,under,0.4525,1
"(1629008, '2024-25')",2024-12-05,PRA,29,over,0.5367,1
"(1630171, '2024-25')",2024-12-05,POINTS,6,under,0.3732,1
"(1630171, '2024-25')",2024-12-05,REBOUNDS,3,over,0.488,0
"(1630171, '2024-25')",2024-12-05,ASSISTS,2,over,0.6648,1
"(1630171, '2024-25')",2024-12-05,PRA,11,under,0.4626,1
"(1630241, '2024-25')",2024-12-05,POINTS,7,over,0.5358,1
"(1630241, '2024-25')",2024-12-05,REBOUNDS,2,over,0.6079,1
"(1630241, '2024-25')",2024-12-05,ASSISTS,2,over,0.6683,1
"(1630241, '2024-25')",2024-12-05,PRA,11,over,0.5264,1
"(201566, '2024-25')",2024-12-05,POINTS,12,over,0.5061,0
"(201566, '2024-25')",2024-12-05,REBOUNDS,4,under,0.4528,1
"(201566, '2024-25')",2024-12-05,ASSISTS,6,over,0.6123,0
"(201566, '2024-25')",2024-12-05,PRA,22,over,0.5093,0
"(1627750, '2024-25')",2024-12-05,POINTS,18,under,0.5089,0
"(1627750, '2024-25')",2024-12-05,REBOUNDS,4,over,0.5672,1
"(1627750, '2024-25')",2024-12-05,ASSISTS,6,over,0.6694,1
"(1627750, '2024-25')",2024-12-05,PRA,28,under,0.4895,0
"(1630192, '2024-25')",2024-12-05,POINTS,1,over,0.6183,0
"(1630192, '2024-25')",2024-12-05,PRA,2,under,0.4347,1
"(1628378, '2024-25')",2024-12-05,POINTS,24,over,0.5346,1
"(1628378, '2024-25')",2024-12-05,REBOUNDS,5,under,0.4315,1
"(1628378, '2024-25')",2024-12-05,ASSISTS,4,under,0.3398,0
"(1628378, '2024-25')",2024-12-05,PRA,34,over,0.5421,1
"(1630596, '2024-25')",2024-12-05,POINTS,18,under,0.4623,0
"(1630596, '2024-25')",2024-12-05,REBOUNDS,10,over,0.5717,0
"(1630596, '2024-25')",2024-12-05,ASSISTS,3,under,0.4656,0
"(1630596, '2024-25')",2024-12-05,PRA,30,over,0.5664,1
"(1631128, '2024-25')",2024-12-05,POINTS,15,under,0.4397,1
"(1631128, '2024-25')",2024-12-05,REBOUNDS,5,over,0.586,0
"(1631128, '2024-25')",2024-12-05,ASSISTS,2,under,0.3151,1
"(1631128, '2024-25')",2024-12-05,PRA,23,under,0.5132,1
"(203939, '2024-25')",2024-12-05,POINTS,2,over,0.5986,1
"(203939, '2024-25')",2024-12-05,REBOUNDS,2,under,0.4284,0
"(203939, '2024-25')",2024-12-05,ASSISTS,1,under,0.4324,0
"(203939, '2024-25')",2024-12-05,PRA,4,under,0.4043,0
"(1629656, '2024-25')",2024-12-05,POINTS,11,under,0.4398,0
"(1629656, '2024-25')",2024-12-05,REBOUNDS,4,over,0.5734,1
"(1629656, '2024-25')",2024-12-05,ASSISTS,2,under,0.421,0
"(1629656, '2024-25')",2024-12-05,PRA,16,over,0.5245,1
"(1630264, '2024-25')",2024-12-05,POINTS,3,over,0.4633,1
"(1630264, '2024-25')",2024-12-05,REBOUNDS,1,over,0.6342,0
"(1630264, '2024-25')",2024-12-05,PRA,4,over,0.5463,0
"(203915, '2024-25')",2024-12-05,POINTS,9,under,0.4504,0
"(203915, '2024-25')",2024-12-05,REBOUNDS,2,over,0.5815,1
"(203915, '2024-25')",2024-12-05,ASSISTS,4,over,0.5648,0
"(203915, '2024-25')",2024-12-05,PRA,15,under,0.4913,0
"(1628467, '2024-25')",2024-12-05,POINTS,2,over,0.5765,0
"(1628467, '2024-25')",2024-12-05,REBOUNDS,3,over,0.6543,0
"(1628467, '2024-25')",2024-12-05,PRA,6,under,0.4616,1
"(1641726, '2024-25')",2024-12-05,POINTS,9,over,0.5414,0
"(1641726, '2024-25')",2024-12-05,REBOUNDS,7,under,0.402,0
"(1641726, '2024-25')",2024-12-05,ASSISTS,2,under,0.3521,1
"(1641726, '2024-25')",2024-12-05,PRA,19,under,0.4448,1
"(1631098, '2024-25')",2024-12-05,POINTS,2,over,0.6465,1
"(1631098, '2024-25')",2024-12-05,REBOUNDS,1,over,0.5903,1
"(1631098, '2024-25')",2024-12-05,PRA,3,over,0.6372,1
"(1629655, '2024-25')",2024-12-05,POINTS,13,under,0.4011,0
"(1629655, '2024-25')",2024-12-05,REBOUNDS,7,over,0.6081,1
"(1629655, '2024-25')",2024-12-05,ASSISTS,1,under,0.1995,0
"(1629655, '2024-25')",2024-12-05,PRA,21,over,0.615,1
"(1641765, '2024-25')",2024-12-05,POINTS,1,over,0.6284,1
"(1641765, '2024-25')",2024-12-05,REBOUNDS,1,over,0.6666,1
"(1641765, '2024-25')",2024-12-05,PRA,3,over,0.5451,1
"(1641731, '2024-25')",2024-12-05,POINTS,11,under,0.4741,1
"(1641731, '2024-25')",2024-12-05,REBOUNDS,5,over,0.6309,0
"(1641731, '2024-25')",2024-12-05,ASSISTS,3,under,0.4237,0
"(1641731, '2024-25')",2024-12-05,PRA,19,over,0.5284,0
"(202681, '2024-25')",2024-12-05,POINTS,24,over,0.5669,1
"(202681, '2024-25')",2024-12-05,REBOUNDS,5,under,0.447,1
"(202681, '2024-25')",2024-12-05,ASSISTS,6,over,0.5373,0
"(202681, '2024-25')",2024-12-05,PRA,34,over,0.5272,0
"(202691, '2024-25')",2024-12-05,POINTS,12,over,0.508,0
"(202691, '2024-25')",2024-12-05,REBOUNDS,3,under,0.3199,1
"(202691, '2024-25')",2024-12-05,ASSISTS,2,over,0.618,1
"(202691, '2024-25')",2024-12-05,PRA,17,under,0.4589,1
"(1628963, '2024-25')",2024-12-05,POINTS,3,under,0.3195,0
"(1628963, '2024-25')",2024-12-05,REBOUNDS,2,under,0.3286,0
"(1628963, '2024-25')",2024-12-05,PRA,6,under,0.492,0
"(1629673, '2024-25')",2024-12-05,POINTS,20,under,0.4719,1
"(1629673, '2024-25')",2024-12-05,REBOUNDS,2,over,0.6258,0
"(1629673, '2024-25')",2024-12-05,ASSISTS,5,under,0.3754,0
"(1629673, '2024-25')",2024-12-05,PRA,27,under,0.4579,1
"(1642259, '2024-25')",2024-12-05,POINTS,11,over,0.5512,1
"(1642259, '2024-25')",2024-12-05,REBOUNDS,6,over,0.614,1
"(1642259, '2024-25')",2024-12-05,ASSISTS,2,under,0.3331,1
"(1642259, '2024-25')",2024-12-05,PRA,19,under,0.4083,0
"(1629023, '2024-25')",2024-12-05,POINTS,14,under,0.391,1
"(1629023, '2024-25')",2024-12-05,REBOUNDS,9,under,0.4083,1
"(1629023, '2024-25')",2024-12-05,ASSISTS,3,under,0.3916,1
"(1629023, '2024-25')",2024-12-05,PRA,25,over,0.5698,0
"(1629029, '2024-25')",2024-12-05,POINTS,29,under,0.3336,1
"(1629029, '2024-25')",2024-12-05,REBOUNDS,8,under,0.3651,0
"(1629029, '2024-25')",2024-12-05,ASSISTS,8,over,0.6102,1
"(1629029, '2024-25')",2024-12-05,PRA,45,over,0.5889,0
"(202685, '2024-25')",2024-12-05,POINTS,12,under,0.3384,1
"(202685, '2024-25')",2024-12-05,REBOUNDS,8,under,0.4274,1
"(202685, '2024-25')",2024-12-05,ASSISTS,2,over,0.676,0
"(202685, '2024-25')",2024-12-05,PRA,22,under,0.3841,1
"(1630215, '2024-25')",2024-12-05,POINTS,5,under,0.4613,0
"(1630215, '2024-25')",2024-12-05,REBOUNDS,1,over,0.5105,0
"(1630215, '2024-25')",2024-12-05,ASSISTS,2,over,0.6215,1
"(1630215, '2024-25')",2024-12-05,PRA,7,over,0.5973,1
"(1642267, '2024-25')",2024-12-05,POINTS,9,over,0.5285,1
"(1642267, '2024-25')",2024-12-05,REBOUNDS,4,under,0.447,1
"(1642267, '2024-25')",2024-12-05,ASSISTS,4,over,0.5612,0
"(1642267, '2024-25')",2024-12-05,PRA,17,over,0.5176,1
"(1630702, '2024-25')",2024-12-05,POINTS,7,over,0.5207,1
"(1630702, '2024-25')",2024-12-05,REBOUNDS,1,over,0.7524,1
"(1630702, '2024-25')",2024-12-05,ASSISTS,1,over,0.7198,0
"(1630702, '2024-25')",2024-12-05,PRA,9,over,0.5423,1
"(1642278, '2024-25')",2024-12-05,POINTS,3,under,0.4387,1
"(1642278, '2024-25')",2024-12-05,REBOUNDS,1,under,0.3579,1
"(1642278, '2024-25')",2024-12-05,ASSISTS,1,over,0.6189,0
"(1642278, '2024-25')",2024-12-05,PRA,5,over,0.5017,0
"(1630182, '2024-25')",2024-12-05,POINTS,7,over,0.5338,0
"(1630182, '2024-25')",2024-12-05,REBOUNDS,3,over,0.5427,1
"(1630182, '2024-25')",2024-12-05,ASSISTS,2,under,0.4931,0
"(1630182, '2024-25')",2024-12-05,PRA,12,under,0.498,1
"(1642275, '2024-25')",2024-12-05,POINTS,6,under,0.5007,1
"(1642275, '2024-25')",2024-12-05,REBOUNDS,5,under,0.4912,1
"(1642275, '2024-25')",2024-12-05,ASSISTS,1,under,0.3781,1
"(1642275, '2024-25')",2024-12-05,PRA,11,under,0.4673,1
"(1630579, '2024-25')",2024-12-05,POINTS,2,under,0.3299,1
"(1630579, '2024-25')",2024-12-05,REBOUNDS,4,over,0.6037,0
"(1630579, '2024-25')",2024-12-05,ASSISTS,1,over,0.5954,0
"(1630579, '2024-25')",2024-12-05,PRA,7,under,0.4688,1
"(1628998, '2024-25')",2024-12-05,POINTS,9,over,0.4398,0
"(1628998, '2024-25')",2024-12-05,REBOUNDS,5,under,0.4125,1
"(1628998, '2024-25')",2024-12-05,ASSISTS,3,under,0.5212,1
"(1628998, '2024-25')",2024-12-05,PRA,16,under,0.4624,1
"(1641706, '2024-25')",2024-12-05,POINTS,23,under,0.5473,0
"(1641706, '2024-25')",2024-12-05,REBOUNDS,5,over,0.5834,1
"(1641706, '2024-25')",2024-12-05,ASSISTS,3,over,0.6466,1
"(1641706, '2024-25')",2024-12-05,PRA,32,over,0.4969,1
"(1628384, '2024-25')",2024-12-05,POINTS,18,over,0.5459,1
"(1628384, '2024-25')",2024-12-05,REBOUNDS,5,under,0.3975,0
"(1628384, '2024-25')",2024-12-05,ASSISTS,2,under,0.3846,0
"(1628384, '2024-25')",2024-12-05,PRA,24,over,0.6082,1
"(1628973, '2024-25')",2024-12-05,POINTS,25,under,0.5348,1
"(1628973, '2024-25')",2024-12-05,REBOUNDS,3,under,0.3636,1
"(1628973, '2024-25')",2024-12-05,ASSISTS,8,over,0.5477,0
